,Date,Company,Industry,Revenue,Expenses,Profit,Assets,Liabilities,Equity,MarketCap,Dividends,EarningsPerShare,PriceEarningsRatio,Beta,Volatility,DebtToEquityRatio
160,2020-06-09,A,Finance,847246,216525,15439,9478487,265712,8507415,88804079,49936,-5.113885731306,14.58385173476969,2.361513612816354,0.35718030230144515,1.3574063778062242
161,2020-06-10,C,Technology,701142,350614,380,6648299,500567,4690972,81554286,5480,4.260982627029486,18.942652908922323,1.2109727129062506,0.3142785188973806,1.7214803409193487
162,2020-06-11,A,Healthcare,836321,333899,12207,1850713,127606,3793177,35976238,8214,-3.67673027250307,9.599000015935081,1.0657012691299474,0.08313719700131887,1.8843294844545684
163,2020-06-12,D,Finance,248362,395535,30658,6712375,936861,9794945,93110755,32826,-8.100181324419857,6.052958188517888,1.5449819310643302,0.348769359378955,1.359092030995059
164,2020-06-13,D,Healthcare,849508,256965,85458,6279154,980101,1019961,42212706,2455,-9.840789539781278,34.11194934485235,1.5870428289635956,0.2500043159061592,1.1709769728109214
165,2020-06-14,A,Technology,879144,37583,-6951,1215865,421636,712767,32182864,17857,7.183260877012579,11.610737767857485,1.1859820161976453,0.38909960786810316,1.8515673435631295
166,2020-06-15,A,Finance,88089,264524,75002,953646,187843,5587915,47871825,22884,1.2845813395097707,38.25798616923548,2.117715294755956,0.3874294718155786,1.0731729576556934
167,2020-06-16,C,Finance,60751,242064,84848,8086828,489397,7854733,24836265,41255,3.1258203350239917,33.11613985178016,2.1746955151705034,0.45671625139882416,1.987299341188708
168,2020-06-17,A,Technology,848557,72863,25449,2746015,11627,3814191,81496496,47376,-6.693074224810527,11.850159589791714,0.8268365836174119,0.4662766993425398,0.2799132828244799
169,2020-06-18,A,Technology,229674,315672,-2306,9917255,772215,52524,40582959,20609,-4.428047063745875,5.85684869761267,0.849656411699534,0.4030705768702364,1.064838005349976
170,2020-06-19,D,Technology,285415,273527,38677,4734400,472501,3826078,68378134,38195,-6.196882359112756,49.77713557615846,2.200904600061622,0.27149156369816474,1.8556012106874198
171,2020-06-20,C,Technology,173879,46265,-4101,349374,509577,2854265,33124589,16361,3.476307151851133,41.14339031636972,1.5378522306323885,0.47161819435035796,0.7881753754055794
172,2020-06-21,B,Technology,964887,492458,78231,9210326,206135,6511627,39628239,39184,9.608174208990452,8.694908450883762,1.4234501767190186,0.30427943096557897,0.5741172298308175
173,2020-06-22,D,Technology,296614,211785,96353,7676698,262551,3820643,50763174,1934,2.712406501381931,14.65880717175008,1.6088485558111654,0.31773695243714717,1.6079129086705588
174,2020-06-23,D,Technology,109945,463816,39507,7801153,794421,4033205,37764547,16722,-3.7499688170951213,38.93499746547912,2.428018869828319,0.2500659676705958,1.0930573287025582
175,2020-06-24,A,Healthcare,942325,322028,-3377,3086582,657597,2994005,82691196,33328,2.709242883888855,43.01295260227868,0.9004509639687244,0.09113900210522846,1.7491237589067872
176,2020-06-25,A,Technology,861971,312969,62161,8065827,149846,5969279,59065853,15720,-3.055924238580989,44.56630972903194,0.7604369279821246,0.4759001370947252,1.266471453255827
177,2020-06-26,B,Finance,277510,89438,34583,4775331,873531,9875182,67491509,11403,5.620445684981501,29.863319636891116,1.47000635063999,0.3527853529921966,0.7230158835394255
178,2020-06-27,B,Healthcare,582205,22183,35347,8699393,417824,7860817,49529055,5921,0.845709008140421,24.08778882642047,0.985080479109649,0.4661459461408282,1.7057114204227015
179,2020-06-28,B,Finance,148601,55155,55558,1276417,767207,3632216,58966080,36024,4.275875782501222,47.63824483211751,1.2851708488681262,0.4979905059820823,0.9821438040511671
180,2020-06-29,C,Healthcare,326179,261622,43606,5519603,957207,5084145,88735487,33112,9.921119432514104,42.01054941377676,1.7019360996545148,0.22445666865825653,0.7586735132130019
181,2020-06-30,C,Healthcare,235350,332691,76187,1805409,64898,1221541,2741787,4929,8.228652673569592,49.24381190909354,1.9368661296392102,0.3060332369074554,1.481121401290183
182,2020-07-01,D,Technology,510641,167292,48459,489323,528262,8659386,65716474,17274,-8.626675089222157,49.58286662844941,1.2913440864477648,0.4852881002533324,1.3989368092926515
183,2020-07-02,A,Healthcare,371133,79695,55118,422408,580490,1141335,43896675,22305,-7.1330719331042625,36.41598730927069,1.8055167025719217,0.3176636058019581,1.4441008577164594
184,2020-07-03,B,Technology,287330,317486,-6003,9221315,437686,2274680,5941299,36904,5.8725155398776465,25.47690715154385,1.0082279905018585,0.10219085697623341,0.5275642494314812
185,2020-07-04,B,Technology,475754,143713,15265,1352008,41409,1228780,88303307,36952,-4.583794176639606,26.04392920694445,0.8099123054848514,0.3940248842218312,0.7081503008730532
186,2020-07-05,D,Healthcare,672084,324824,74416,2339006,717866,1119512,97953438,2877,-5.731465436008789,22.712814694284333,1.1448595629311422,0.3156219956977761,1.3752927781327462
187,2020-07-06,A,Healthcare,919207,468845,8171,2095849,281543,2221778,12100039,25751,-8.97024931210307,18.589293262993674,2.131568388652478,0.482298875998615,0.29803216211285644
188,2020-07-07,A,Finance,779415,286786,61279,7676035,524204,5929519,75754488,42654,-6.202257369592214,25.84573357300191,0.5052379754461744,0.4038808112813716,0.39290062144546967
189,2020-07-08,B,Finance,309511,90276,-2529,129548,556542,4464661,67293105,37894,2.2040291350571657,45.47222440490685,1.468510753695998,0.3673774826874924,0.5716599753512821
190,2020-07-09,B,Healthcare,219639,263886,55967,6934096,210365,5345074,43476481,7306,4.713169930355416,40.0901136382037,1.1809494086905399,0.43488145554209434,0.563873731713963
191,2020-07-10,B,Finance,844216,496288,-8423,6144214,182417,8203300,8085210,8425,-2.2782988966093605,35.31133007565323,2.479887670679531,0.362483164316335,1.8343250595983642
192,2020-07-11,A,Technology,498421,144577,45065,7953420,401424,9110317,87651548,20210,8.847567016832969,28.85727167118271,0.6121460586842296,0.1831217521970494,1.6470368692459874
193,2020-07-12,D,Technology,283642,398494,25885,7087143,686496,3884733,4335765,1965,8.21787673864976,43.05382771445255,2.349746868149034,0.12989183090689965,1.4687719972305964
194,2020-07-13,B,Technology,719089,132946,30,8193895,247100,7892400,77404116,22924,-1.9921828282172918,40.34668379278977,0.5020791555534205,0.31600293873036794,1.2256320693753033
195,2020-07-14,D,Healthcare,447334,181446,30065,5296847,788457,4363176,14556585,27978,8.977989466202747,48.697541386464984,0.7002650016393925,0.2922108952562435,1.4080015946881435
196,2020-07-15,C,Finance,642614,124997,35861,9986364,261081,7069557,32843576,8684,9.447783796071903,44.812377668650285,2.4820105564162196,0.34967464073780136,1.1442227798766111
197,2020-07-16,A,Healthcare,994877,50127,66116,2747390,965890,9719290,55932400,34651,2.859996553413634,8.28451097190258,1.8410870771521655,0.4288039847382382,0.16222465674739325
198,2020-07-17,D,Healthcare,717349,285860,3396,7431071,589757,1748386,64824044,14450,-5.030989935345529,47.064110269186386,1.7650607931678766,0.21772170810188052,0.7803697112176698
199,2020-07-18,D,Technology,637407,385319,251,5133900,733303,8655794,33397058,39603,5.147279770966794,46.3025953693686,1.2915781285431729,0.05500108808126827,0.9263808843078767
200,2020-07-19,D,Healthcare,257870,216859,70866,5195273,376896,4274023,26334476,41023,1.6628139691112338,17.29955359389482,0.5758028056804978,0.23332512922523208,1.9012811943181747
201,2020-07-20,D,Technology,549830,131652,34173,2105988,547256,1334762,28685558,43915,4.247698267236027,45.127180076253715,0.5130748441104869,0.08649130159452881,0.6802621524477525
202,2020-07-21,D,Finance,828498,165650,964,4630592,235235,4023801,57875909,7264,6.379023920861808,20.08391443589061,1.1417419783951723,0.07637302214437305,1.817940515019673
203,2020-07-22,A,Finance,424197,157267,36433,7066400,133151,7271809,74921357,7885,-5.228600827417571,20.593202863404557,1.3623891174450047,0.3852469886303221,0.9376900359799277
204,2020-07-23,B,Finance,929680,39558,9970,9962733,948795,5894911,64191625,6701,4.744806938320201,30.597290126736606,0.6088081406990413,0.30488984084950976,0.667986433914557
205,2020-07-24,A,Technology,819101,414720,29408,3349438,528408,3775394,34285800,48696,-9.9489630115247,48.37789179507666,1.0382880958873484,0.47514061719941036,0.48121831828136263
206,2020-07-25,B,Finance,28513,195545,87735,7139641,13662,8644058,46304088,1622,4.458868462566343,47.92414033404541,1.2059438190068545,0.05412315360522432,1.9864146478112576
207,2020-07-26,A,Technology,137868,35729,69986,7787650,887094,7489438,17214940,18844,-1.1810879012754327,15.457968751857134,2.4176225585521216,0.17379257309362325,1.8593401163369734
208,2020-07-27,B,Technology,227017,186154,16277,6014254,744401,6977464,75625604,45860,-3.0145885147301144,5.015385338556887,0.6178411338621177,0.23784598373326699,1.7987523652417463
209,2020-07-28,D,Finance,523749,342295,24483,6364803,703530,1343639,91758671,9397,5.892658178048931,17.034834941149864,2.2149882247279975,0.44288550434750135,1.5455706704965553
210,2020-07-29,B,Technology,26791,61104,47289,9718959,315890,6539186,51149128,22239,-9.627801573028522,34.98029142865282,2.253058598218777,0.35172868449249256,0.6106180963460455
211,2020-07-30,D,Finance,796100,121486,69732,5165702,890515,6491973,98728312,44711,5.548764396010171,49.71791188876355,1.5005669390202379,0.23326883426625367,1.652935018428716
212,2020-07-31,B,Healthcare,871378,351813,11129,6586920,129995,5996373,32817677,33801,-1.955091954856453,14.296097405745513,1.9531998111646174,0.25201367713605016,0.863884939665932
213,2020-08-01,B,Finance,217561,271563,43365,3963165,458034,2114386,62077613,45337,4.996791159766465,19.01406415028176,2.1067815415844766,0.3797192648154718,0.8234660664116042
214,2020-08-02,D,Healthcare,810577,244032,26525,1466866,995740,978332,3056669,10349,3.4127766845879783,21.482346648949513,1.8287776304186845,0.4094455868281052,0.707230873950767
215,2020-08-03,D,Healthcare,615575,471495,12867,5057253,983342,6202318,80543745,6264,8.556708820157425,38.462068704302304,1.3409212984628398,0.3817635018956962,1.99757554387848
216,2020-08-04,C,Healthcare,62212,126415,69831,7645589,33404,321807,38798843,22516,4.151285264271657,42.00293082928146,1.1089719334852661,0.2834717431743189,1.4475756670029711
217,2020-08-05,C,Technology,563710,406033,-2199,7333062,490591,562431,2718816,40583,-1.3476001954437589,42.243730978555966,1.094110715879089,0.3720769035780548,0.8750273187500753
218,2020-08-06,A,Technology,690266,477505,67985,2299274,671171,1707585,8683882,44745,-3.9494073566803305,45.32843374679314,1.8213495669613653,0.44502214509223653,1.2194765877593716
219,2020-08-07,B,Technology,258118,300115,24227,113104,345079,6672351,62782042,49773,-8.928373018805775,48.40637677717991,2.4967442075770663,0.409423816903938,0.7696670240572799
220,2020-08-08,D,Finance,369298,209181,43107,4670350,495128,2064153,79184934,22326,-7.496400535766483,10.14643562314792,0.8332477946452621,0.4251764089205808,0.3170916991150914
221,2020-08-09,C,Healthcare,221648,209710,59304,7239147,744426,7636242,45831025,14514,-9.562010591648383,23.7317913129188,1.7228245884973887,0.4038184331903839,1.0809598387509542
222,2020-08-10,C,Finance,799856,159852,51207,4517928,741568,5833338,24994090,3698,8.951166742585524,43.24015845034784,2.2884132697385304,0.32635678079267605,1.1486275199100706
223,2020-08-11,C,Technology,959861,280324,-2206,6267426,771700,4941802,59206394,22443,-1.7255963342032192,42.09513462137861,0.96568418217269,0.17841065937529255,0.36714798273930704
224,2020-08-12,A,Healthcare,118841,234839,4398,659227,563311,7445604,2853086,45785,-9.729955126772719,34.568648901211745,0.7570672342395781,0.2545911935666861,1.5812941230550177
225,2020-08-13,C,Finance,182116,68423,78638,5225449,433164,1975233,51229329,30369,9.627108639764902,5.256623605282641,1.5006978152974852,0.33601064763626753,0.4526901560199226
226,2020-08-14,C,Healthcare,722761,391116,-8755,3934494,458467,515036,93741455,38926,-4.18002737909309,44.12592212969736,1.9913881950326304,0.4361541177954003,0.7181749852673353
227,2020-08-15,D,Healthcare,412832,44878,92259,1710557,133244,8587138,3213389,34079,5.377502726803256,14.414371941419187,1.5477111365758458,0.3168159980788836,0.24482883261428384
228,2020-08-16,A,Finance,358819,264422,62551,361478,439354,298488,40151230,15437,-3.8961074123749135,29.196702929164317,0.8148861428439496,0.26715801073709255,1.424033864930886
229,2020-08-17,D,Healthcare,166447,244976,91764,1372517,329854,311389,82338445,47494,2.652595746195363,8.444233450563006,1.8942936464385567,0.2969489596757912,0.13024041647213594
230,2020-08-18,A,Finance,276024,300185,40098,9565057,985822,3603311,3596026,46691,-7.137637332527039,7.897294339357746,2.2145091972153668,0.2431819282267652,0.8645370962401402
231,2020-08-19,A,Finance,428955,97712,8433,4474994,660421,9871813,6510350,33776,5.049838688427972,16.123413648927702,1.7345336211058464,0.1811766819621356,0.2681321798653703
232,2020-08-20,C,Finance,976868,135708,90826,7623410,377049,7357779,4268647,19456,-6.485874112794551,44.748698290591506,0.5676058130752757,0.353988650228016,0.7761753672917322
233,2020-08-21,C,Healthcare,783718,304057,-292,1353477,803688,4576793,56535383,12705,7.846823631081328,41.73278564456152,1.794999878794599,0.49443392447197265,0.9696006972679961
234,2020-08-22,A,Finance,398749,340019,98775,7669849,609685,8494178,3993569,36914,1.6075163135386816,41.540307088940494,1.4231612135400227,0.30928608111778183,1.126256488909878
235,2020-08-23,A,Technology,866010,203700,23646,6406816,101650,284754,89550573,3337,-7.450830605650587,6.488939282385322,2.1115060454860046,0.23936462547459625,0.6148303120622531
236,2020-08-24,D,Technology,257860,225290,85358,8276969,360639,9006386,60395517,18196,-2.179969899580816,45.807385338853564,1.5754011288516623,0.288603086502346,0.3669340526931337
237,2020-08-25,A,Finance,870954,276325,723,4709566,788044,647960,60001093,30921,8.827539360507942,29.70644137366517,2.3541940897291442,0.07747119215927337,0.5884399536516284
238,2020-08-26,C,Technology,839231,380563,47261,5541247,886578,6511291,50266364,31792,6.478109049942638,10.048049488836146,1.3429500830559669,0.08760956193913547,0.3947631586896324
239,2020-08-27,C,Technology,677425,487829,8778,8982619,132410,7862724,64488252,46429,-5.317790394403488,9.20259357939029,0.6910205864607137,0.4113148406043396,1.3569230481138046
240,2020-08-28,B,Technology,938586,361406,82093,5659439,256522,6743051,33968371,20174,-7.421114787120562,26.470218539739257,1.4789951515599655,0.2672082303408374,1.3403962524500472
241,2020-08-29,C,Finance,277020,323347,35924,7047841,470265,1824541,27155642,46646,-8.402210101667315,43.19227530945132,1.0905228626847514,0.1902413509886487,0.791888048285947
242,2020-08-30,C,Technology,438899,96691,5446,8045700,239028,4493190,50220196,18225,2.2320996915152396,19.17650802125835,1.4061461810502325,0.10572083524421497,1.601885758765001
243,2020-08-31,D,Finance,989102,395273,3896,4826573,934248,2268308,58749094,9953,-5.116572750186698,37.74587536963675,0.987239598874827,0.05883366679950363,1.015082532785955
244,2020-09-01,A,Technology,502655,29896,41337,141240,731184,8983499,89750203,2506,8.481378137084107,6.046246149777279,1.940004204089924,0.4904527017773988,1.5095622252037764
245,2020-09-02,C,Healthcare,125319,285894,70854,8645499,936796,8758438,23071433,8681,-4.664098128024512,24.234091634178412,2.370896883953779,0.21882377581557166,0.13531063369366997
246,2020-09-03,A,Technology,212122,160193,75255,9969874,947483,2238154,59987125,20539,8.457195121651651,42.56924075683416,0.7142570054445585,0.2607535441852232,1.6612123335222913
247,2020-09-04,B,Healthcare,274133,355375,85996,7973749,972192,5021277,50034638,45761,5.228417270699419,24.09084737306205,1.8219527917487115,0.14970952398793197,0.2703055256203605
248,2020-09-05,C,Healthcare,424378,5266,49390,929346,429978,9890159,82099687,21027,-9.763239030310988,9.904355669171977,1.5221741096779329,0.3784274218503049,1.2820713250411135
249,2020-09-06,B,Finance,310844,252374,23832,5281476,831999,9992338,78461702,30138,-2.9033044241050865,29.452278436051948,2.3530454397823357,0.47601767293488495,0.302121270933021
250,2020-09-07,B,Finance,508797,189366,81188,3359809,775492,6571161,86912422,49532,5.9510268637026815,28.369120719126236,1.9056997665814568,0.14923127619198703,1.8825682144286793
251,2020-09-08,D,Finance,945124,302623,69312,7676375,482586,4741495,5392596,33272,-5.159219108366999,10.690004367965471,1.3642870856781402,0.37352452380816775,0.2719302371557698
252,2020-09-09,A,Finance,955330,107150,64758,8618949,475770,5588755,12155919,44426,-1.0169422492063962,35.79450178007511,0.5335398530310893,0.2314937320114207,1.6546151147949646
253,2020-09-10,B,Healthcare,155049,393737,74436,8174670,784377,3777343,22181826,23699,-8.453168083606625,13.141401459058633,0.9283365919300721,0.43273728326658667,1.4150794881666888
254,2020-09-11,D,Healthcare,152839,205341,55116,8531715,416608,930161,58109080,27058,8.370266541394745,39.76601121856408,1.8219429097524136,0.27863261756202967,0.48699651590144166
255,2020-09-12,D,Finance,341812,42349,95545,923984,987702,7424572,20579043,34638,-3.7456982948879496,45.94857157515941,1.2242096768023283,0.47086194739470566,1.3979030161956256
256,2020-09-13,A,Healthcare,208236,85348,77070,9107648,306777,1272227,73084030,19773,-8.966528016471715,26.840097673789558,0.8784051992639141,0.276153219998489,0.12848697807598428
257,2020-09-14,A,Finance,981261,379958,59535,7482838,940121,6052869,50234647,24013,-3.887406692625528,25.537856435391745,0.5070382173157395,0.44668276141292895,1.6797701806762826
258,2020-09-15,B,Technology,522097,297002,45999,2001937,363099,2160610,48601070,2699,3.0641447465547884,14.644722063126082,0.6989523649398393,0.4084904184625254,1.7109996000237897
259,2020-09-16,D,Finance,214861,27384,2253,2801156,480172,6461772,49850883,28519,6.885545907612947,35.482615530380286,1.1467214305314737,0.17276181018398049,0.7374617008727318
260,2020-09-17,D,Technology,272176,240759,98372,108314,312538,8082667,12378097,20892,-5.954430025923736,16.4670471144716,1.4135298485501553,0.3979394383523196,1.3512942109134312
261,2020-09-18,D,Technology,477033,55138,62501,4571642,142619,1478868,67766493,24861,-9.95718856281252,30.397614116035815,2.4335595138238997,0.18361390019008633,0.1455726512655607
262,2020-09-19,B,Technology,956651,377837,53970,1031487,171239,8431762,17703547,18714,8.935847133900573,9.308335984777635,1.4065560371105361,0.48927495811474575,1.92467443959865
263,2020-09-20,A,Healthcare,705693,222678,23891,7228390,407449,6783905,65782851,21520,7.541901399985889,42.17062201684408,2.465348354158706,0.36301850027041205,1.4973967606922893
264,2020-09-21,D,Finance,698195,174010,61822,1972300,475013,4513267,26401179,44917,-1.6286173650341844,40.78530078871214,2.145180598610273,0.4877507502893119,0.8227636168627309
265,2020-09-22,C,Healthcare,174212,241624,25972,3335857,250877,7703246,40516717,9089,-0.18720124993292941,41.18023075852242,1.1584833124335236,0.49459461254456927,0.31880518186898826
266,2020-09-23,C,Finance,558786,116583,77675,8425973,174444,8165956,2940553,18474,-7.14820027824987,37.68508843941983,1.370526801609247,0.05906172454398247,0.2792237698581118
267,2020-09-24,D,Technology,552583,82606,96497,379702,320158,3642633,92757173,17613,3.496360341081658,44.99081215501686,1.393743177825301,0.10203977260801342,1.340489255935135
268,2020-09-25,C,Technology,313473,235350,56660,6617070,16835,6590492,20920496,36072,-4.409202380161183,6.05960423491666,1.28358733275075,0.35291448954230625,1.7763340085988992
269,2020-09-26,A,Finance,134809,11133,78874,4503448,916021,4072164,87908721,43306,2.8370733175507823,25.689301390441447,1.3532043238410891,0.19220571784677215,1.001468487340195
270,2020-09-27,D,Finance,635886,359736,33450,1189541,770894,8191404,87869669,46471,1.3659388885683867,13.09324417023212,1.9476402990426467,0.3754329743745701,0.36238693041582437
271,2020-09-28,B,Finance,878957,444911,97141,5941108,884209,7278729,39000425,41631,-0.3234703046688381,11.86826735240986,2.379157530528837,0.07269310004902516,1.511605265021104
272,2020-09-29,C,Technology,854595,95503,12282,7252293,840029,6921238,8795212,27234,1.9514604040519643,31.555636915212077,2.3791673510163185,0.2774801917429065,0.734215912728157
273,2020-09-30,D,Finance,324104,328623,52876,7513221,831503,788109,94619618,6516,-1.8266045568738125,14.227871519152737,1.0972975819667772,0.46311098414572316,1.2689655481616888
274,2020-10-01,A,Technology,769193,202603,53316,6952974,613540,6814998,86679686,47112,5.865378186299534,15.288041454177717,1.9053909022842372,0.3141472800595426,1.8586168657327689
275,2020-10-02,A,Finance,89086,487423,-9270,2625326,978937,2859500,60908400,10082,3.0938773826785155,15.438395354440422,2.4091522655981366,0.24163781786471494,1.1825920914977868
276,2020-10-03,A,Finance,966741,145218,12996,5574217,655928,4299001,56874379,12107,8.592656352443587,7.3423514322868115,2.473264193339213,0.3738176052777065,1.6631716596825679
277,2020-10-04,C,Finance,697499,164777,-9766,4055008,822456,4511717,13834119,14194,-7.796354080872865,32.03267030376722,1.2523136063036904,0.4499912278058384,0.5770086291792591
278,2020-10-05,B,Healthcare,178996,13096,88935,5569344,919685,9642504,69156442,30396,1.3695486716490706,7.192268087771295,0.7088103905776251,0.13702440783974165,0.43168676257347227
279,2020-10-06,C,Finance,857385,254767,35518,173903,295104,3345769,88349793,7785,3.5245248132652094,22.41134563553756,1.9902564414335973,0.3606489511046772,0.8738982426745436
280,2020-10-07,C,Technology,475829,360028,94843,3485650,449337,8565271,75427839,31932,-2.4525756423782763,42.9790123604868,1.1581758133042463,0.4690542821312214,1.299600218159901
281,2020-10-08,A,Technology,729720,182611,7985,3795294,397766,8154429,70027261,25598,8.853454913420585,28.09441260587352,2.2229972868340813,0.46235534831298375,0.518011860700709
282,2020-10-09,C,Healthcare,108002,462419,48524,3647834,609845,5526439,57467418,5822,-0.2304449978648897,26.502857677137108,0.8964121799185367,0.12094877227426042,1.7473412968253206
283,2020-10-10,B,Technology,791804,67074,18637,3977651,217198,9835042,36051559,34108,7.782840054055672,47.35050724474507,2.050932173468299,0.30534569319564364,1.9370037297782683
284,2020-10-11,B,Healthcare,752325,265412,85590,9789485,735912,1623396,1845871,27875,6.63016509170804,18.65797855307327,1.0743117121246821,0.36834202138534666,1.1124393119257385
285,2020-10-12,D,Finance,924727,308308,-5682,4748507,364926,2970741,73740916,41433,0.6457851796291685,8.460530032673176,0.5117246067588685,0.441294895205813,0.12456631244031804
286,2020-10-13,D,Healthcare,410391,410920,25205,610871,552644,4992253,81824381,28179,-9.005099387145261,19.011006954972675,2.2084859623673454,0.4083330554741785,0.17953315601129632
287,2020-10-14,A,Healthcare,481554,279402,-9228,168815,258387,7324440,39653295,48654,-5.513908750012176,12.595780606571873,0.9611243839941812,0.4813610866637348,0.9968402487081175
288,2020-10-15,B,Finance,494115,406827,77619,5503895,91457,5588505,44333263,49382,9.330246878065502,40.59478069031025,1.672080173567787,0.19221390042399672,0.2838955207209781
289,2020-10-16,B,Finance,516481,80093,-5036,4246753,66762,6475538,45386366,36377,6.286344402455761,5.025769543476766,2.1935073189434435,0.13325701514721378,1.5177917929044982
290,2020-10-17,A,Technology,261844,353801,27806,5287766,394543,1892503,23601680,29396,-6.246214073506198,12.27747839703003,2.381982551243171,0.25623766261145936,1.5125122287665216
291,2020-10-18,D,Finance,142047,422246,-56,4916939,630770,7006975,72388468,26170,2.857268819986025,8.573825296009753,0.9210926850194612,0.2597110861866924,1.5958339796726537
292,2020-10-19,C,Healthcare,831489,421252,15799,9689675,809018,8230394,38892868,43092,4.522394019128882,12.99381171875236,0.9385777046199866,0.06428261768579566,1.1991462443520513
293,2020-10-20,B,Healthcare,477347,193052,-3944,8506219,899625,9984279,96803390,44260,9.520818484121666,22.49533355595664,1.5242160110841627,0.47988293825354367,0.2684418318030793
294,2020-10-21,C,Finance,107695,59931,79536,5009453,57819,5540993,88203991,45600,3.2360105004607735,5.87162046545015,1.4401138539969236,0.43102347372464306,1.3380876939435484
295,2020-10-22,C,Finance,471928,293863,32676,5176013,346079,9348073,11590545,15068,3.6162443929389134,21.63089520349622,1.1840174581876937,0.4007868104966938,0.4494977196557163
296,2020-10-23,B,Healthcare,37755,288856,36927,213472,951248,6109847,27950651,44251,-2.7339185456871595,15.273902683731587,2.16228095995078,0.4676420012172636,0.21257653714503053
297,2020-10-24,A,Technology,102159,7516,33756,6904509,914413,5886448,46340217,38946,-7.494684845168528,41.62102748689862,0.7040574386023881,0.2707321097756305,1.3103343783651344
298,2020-10-25,A,Finance,789649,458724,38793,6489408,162713,234909,90355705,8704,2.402257767799762,38.99615399383658,2.4664669962950523,0.34721682942131044,0.9871570198887365
299,2020-10-26,D,Healthcare,636712,216567,85634,4651911,301770,3986343,29788541,34497,6.084281554683873,11.228757338436846,1.8182905779636778,0.4898766371137264,1.9737635433531284
300,2020-10-27,D,Healthcare,886048,117528,51333,2907955,433747,3264694,26526754,45517,5.747654691279681,49.389220226030844,1.8733817773123511,0.2713225079874627,1.880229949903537
301,2020-10-28,C,Healthcare,117780,417937,41416,2123083,637746,4645023,31126130,20003,-8.656935908452436,49.23092172813842,0.5456467624216541,0.24834954348566946,0.21828750963118868
302,2020-10-29,D,Healthcare,278473,274339,58648,596296,664134,6110602,81948007,40440,0.7251637145497991,44.73641645538092,1.7677428419083665,0.29947756146540233,1.8264708363885698
303,2020-10-30,C,Healthcare,153985,74760,43952,9705962,484290,2984618,16946471,27887,-4.5470875992864945,19.66899125220474,2.0494635970359103,0.2539551371230702,1.0672229227973333
304,2020-10-31,A,Healthcare,845990,82565,70167,2104430,303448,1945132,16343101,20782,4.739301854677137,15.803998447542208,2.3668351232927503,0.31591626891869906,1.6314216998559357
305,2020-11-01,A,Finance,533367,63172,13904,4637401,775363,8494028,10719005,9009,-8.335548936052197,45.4765311852236,0.7747420322635004,0.29167702496621883,0.7745455076622468
306,2020-11-02,B,Finance,253148,439387,53848,5220235,404890,2486546,58121714,21749,0.6630198543994847,11.118397451171207,1.2588406314169522,0.09974615150665248,0.918145801450172
307,2020-11-03,D,Finance,919193,416923,8404,5421003,626294,3860809,48984949,4445,-3.537420568825091,27.937937710129486,1.3649742549458967,0.1914018782292844,1.137705189585223
308,2020-11-04,D,Finance,611381,185470,17104,1203893,646045,3208869,10257111,19106,2.07112180772336,38.84760114830341,1.5397515824931292,0.380575828795649,1.41776205609726
309,2020-11-05,D,Finance,581222,179525,18153,5825927,630713,271663,77925655,10893,6.396579712624369,44.25555642439361,1.3460067845886459,0.31918211405575464,1.130905059827593
310,2020-11-06,D,Technology,969374,424925,79409,4008033,823994,1193331,17502185,5192,0.23269262102581934,12.917968559342642,1.830752772574764,0.21422749282665404,1.6056274474750725
311,2020-11-07,A,Technology,128827,77760,-4732,2656483,562467,3149369,66966209,43136,-8.49789933932473,16.920659494106403,2.281001817913219,0.10074083989540356,1.7499273251695338
312,2020-11-08,A,Healthcare,709304,40883,-878,7728108,178562,6132233,2059730,13871,-9.925722333296411,25.98181237073215,1.1707871838642518,0.2571632166522923,1.7065419950161567
313,2020-11-09,A,Finance,143543,100488,23830,3720406,107455,8501726,80986732,25110,-4.6679496647723635,35.264961342668826,1.5812463973165833,0.2742402860849952,0.7260118757905871
314,2020-11-10,D,Technology,658940,481213,14820,1415285,649321,8983392,90944951,32206,-5.648803344472806,30.909120149967162,1.875325212204826,0.4588023862604084,0.6884060048878972
315,2020-11-11,D,Technology,825828,119919,62566,6307358,631666,4047315,69497594,7561,-7.105569781620467,27.255447860445727,2.4795468554361317,0.2079656774752502,0.6769198607816882
316,2020-11-12,B,Technology,806798,44567,64656,9926744,53255,2500537,99583087,33606,-7.602215501457872,45.30939614901464,0.851172974222588,0.26609549483342515,1.8083333341469299
317,2020-11-13,C,Healthcare,184490,212920,-8989,3894800,807173,5949522,30374780,35250,-3.779716036650549,7.206967216192327,1.3551428115942694,0.2614279683994114,0.26373646422319097
318,2020-11-14,A,Technology,565230,64263,10895,588419,268345,6606629,16745891,2161,-3.232125031977276,47.33607178140748,0.5828443260613121,0.30519271851039753,1.704757148140499
319,2020-11-15,D,Healthcare,938882,427399,6828,1827001,72751,1400109,81216807,16080,-3.24115150088576,41.156700964426946,2.486483689291387,0.24002097774448028,1.0342372319384663
320,2020-11-16,D,Healthcare,70452,198795,74676,2160556,737061,7151085,57623707,2061,-7.6390108945319435,27.503364175729104,2.2847277843157485,0.16690066437071693,0.8172744899421043
321,2020-11-17,D,Healthcare,597155,326151,9269,9032913,103737,5560252,66488441,28694,8.526811608562554,25.721942469511248,1.8405905942005125,0.08873811960964108,1.467425193287747
